DOI,PaperProjectID_run1,Title_run1,Classification_run1,AdjudicationNote_run1,VetoApplied_run1,NoveltyScore_run1,Uniqueness_run1,Tension_run1,Synthesis_run1,Coherence_run1,Confidence_run1,ControversyIndex_run1,Spread_run1,RawConsensus_run1,PaperProjectID_run2,Title_run2,Classification_run2,AdjudicationNote_run2,VetoApplied_run2,NoveltyScore_run2,Uniqueness_run2,Tension_run2,Synthesis_run2,Coherence_run2,Confidence_run2,ControversyIndex_run2,Spread_run2,RawConsensus_run2,delta_NoveltyScore,delta_Uniqueness,delta_Tension,delta_Synthesis,delta_Coherence,delta_Confidence,delta_ControversyIndex,delta_Spread,class_match,veto_match
10.3390/rs16111940,29123,Deformation Characteristics and Activation Dynamics of the Xiaomojiu Landslide in the Upper Jinsha River Basin Revealed by Multi-Track InSAR Analysis,Incremental,Consensus,False,0.5281,0.606,0.30000000000000004,0.7455,0.9459000000000001,0.9367000000000001,0.7036,0.0704,0.5281,29123,Deformation Characteristics and Activation Dynamics of the Xiaomojiu Landslide in the Upper Jinsha River Basin Revealed by Multi-Track InSAR Analysis,Incremental,Consensus,False,0.5257000000000001,0.602,0.30000000000000004,0.7455,0.9459000000000001,0.9641000000000001,0.3992,0.039900000000000005,0.5257000000000001,0.0023999999999999577,0.0040000000000000036,0.0,0.0,0.0,0.02739999999999998,0.3044,0.0305,True,True
10.3389/frchs.2024.1383339,29124,"Updated distribution of Zoropsis spinimana (Dufour, 1820; Araneae: Zoropsidae) in Germany and novel insights into its ecology based on a citizen science survey",Incremental,Consensus,False,0.516,0.62,0.25,0.6899000000000001,0.9253,0.9347000000000001,0.7256,0.0726,0.516,29124,"Updated distribution of Zoropsis spinimana (Dufour, 1820; Araneae: Zoropsidae) in Germany and novel insights into its ecology based on a citizen science survey",Incremental,Consensus,False,0.516,0.62,0.25,0.6899000000000001,0.9253,0.9503,0.5524,0.055200000000000006,0.516,0.0,0.0,0.0,0.0,0.0,0.015599999999999947,0.17320000000000002,0.017399999999999992,True,True
10.4266/acc.003912,29125,Effect of atorvastatin as a renal protective agent in patients with systemic inflammatory response syndrome using the renal arterial resistive index,Incremental,Consensus,False,0.5166000000000001,0.596,0.30000000000000004,0.6900000000000001,0.9276000000000001,0.9716,0.31570000000000004,0.0316,0.5166000000000001,29125,Effect of atorvastatin as a renal protective agent in patients with systemic inflammatory response syndrome using the renal arterial resistive index,Incremental,Consensus,False,0.5118,0.588,0.30000000000000004,0.6900000000000001,0.9276000000000001,0.9269000000000001,0.8126,0.0813,0.5118,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.04469999999999996,0.49689999999999995,0.049699999999999994,True,True
10.1063/5.0201448,29126,"Calculations of the mechanical, optoelectronic, and magnetic properties of FrGeX3 (X = Cl, Br, I) under hydrostatic pressures based on first-principles theories",Incremental,Consensus,False,0.5005000000000001,0.5660000000000001,0.30000000000000004,0.709,0.9400000000000001,0.9372,0.6973,0.0697,0.5005000000000001,29126,"Calculations of the mechanical, optoelectronic, and magnetic properties of FrGeX3 (X = Cl, Br, I) under hydrostatic pressures based on first-principles theories",Incremental,Consensus,False,0.5137,0.588,0.30000000000000004,0.709,0.9400000000000001,0.9391,0.6771,0.06770000000000001,0.5137,0.01319999999999999,0.02199999999999991,0.0,0.0,0.0,0.0019000000000000128,0.020199999999999996,0.001999999999999988,True,True
10.1186/s12889-025-23772-3,29127,Do psychosocial factors affect the (occupational) well-being of German police officers? A cross-sectional study,Incremental,Consensus,False,0.5016,0.5680000000000001,0.30000000000000004,0.7078,0.9317000000000001,0.9558000000000001,0.4907,0.049100000000000005,0.5016,29127,Do psychosocial factors affect the (occupational) well-being of German police officers? A cross-sectional study,Incremental,Consensus,False,0.48,0.532,0.30000000000000004,0.7078,0.9317000000000001,0.9460000000000001,0.5995,0.0599,0.48,0.021600000000000064,0.03600000000000003,0.0,0.0,0.0,0.009800000000000031,0.10880000000000001,0.010799999999999997,True,True
10.3390/robotics14040039,29128,Optimizing Path Planning for Automated Guided Vehicles in Constrained Warehouse Environments: Addressing the Challenges of Non-Rotary Platforms and Irregular Layouts,Incremental,Consensus,False,0.5344,0.616,0.30000000000000004,0.7479,0.9217000000000001,0.9385,0.6832,0.0683,0.5344,29128,Optimizing Path Planning for Automated Guided Vehicles in Constrained Warehouse Environments: Addressing the Challenges of Non-Rotary Platforms and Irregular Layouts,Incremental,Consensus,False,0.5368,0.62,0.30000000000000004,0.7479,0.9217000000000001,0.9241,0.8437,0.0844,0.5368,0.0024000000000000687,0.0040000000000000036,0.0,0.0,0.0,0.014399999999999968,0.16049999999999998,0.016100000000000003,True,True
10.1093/jncics/pkae037,29129,Phase I trial of single-photon emission computed tomography–guided liver-directed radiotherapy for patients with low functional liver volume,Incremental,Consensus,False,0.5242,0.606,0.30000000000000004,0.7063,0.9500000000000001,0.9802000000000001,0.2197,0.022,0.5242,29129,Phase I trial of single-photon emission computed tomography–guided liver-directed radiotherapy for patients with low functional liver volume,Incremental,Consensus,False,0.5326000000000001,0.62,0.30000000000000004,0.7063,0.9500000000000001,0.9537,0.514,0.0514,0.5326000000000001,0.008400000000000074,0.014000000000000012,0.0,0.0,0.0,0.02650000000000008,0.2943,0.029400000000000003,True,True
10.3390/en18236303,29130,Analytical Modeling and GA-Based Optimization of Multi-Layered Segmented SPM Magnets,Incremental,Consensus,False,0.5309,0.62,0.30000000000000004,0.6885,0.9448000000000001,0.9476,0.5827,0.058300000000000005,0.5309,29130,Analytical Modeling and GA-Based Optimization of Multi-Layered Segmented SPM Magnets,Incremental,Consensus,False,0.5213,0.604,0.30000000000000004,0.6885,0.9448000000000001,0.9677,0.35910000000000003,0.0359,0.5213,0.009600000000000053,0.016000000000000014,0.0,0.0,0.0,0.020100000000000007,0.22359999999999997,0.022400000000000003,True,True
10.1093/ijlct/ctae157,29131,Research on capacity configuration optimization of multienergy complementary system considering power to gas and carbon capture and storage,Incremental,Consensus,False,0.49910000000000004,0.5680000000000001,0.30000000000000004,0.6834,0.9467000000000001,0.975,0.2777,0.027800000000000002,0.49910000000000004,29131,Research on capacity configuration optimization of multienergy complementary system considering power to gas and carbon capture and storage,Incremental,Consensus,False,0.4919,0.556,0.30000000000000004,0.6834,0.9467000000000001,0.9524,0.5291,0.0529,0.4919,0.00720000000000004,0.01200000000000001,0.0,0.0,0.0,0.022599999999999953,0.2514,0.0251,True,True
10.1016/j.afres.2025.101514,29132,Probiotic-enriched Maoberry juice powder: Effects of carrier dextrose equivalent on physicochemical characteristics and gut microbiome,Incremental,Consensus,False,0.5338,0.62,0.30000000000000004,0.7183,0.9255,0.9482,0.5759000000000001,0.057600000000000005,0.5338,29132,Probiotic-enriched Maoberry juice powder: Effects of carrier dextrose equivalent on physicochemical characteristics and gut microbiome,Incremental,Consensus,False,0.5338,0.62,0.30000000000000004,0.7183,0.9255,0.9807,0.21430000000000002,0.021400000000000002,0.5338,0.0,0.0,0.0,0.0,0.0,0.03249999999999997,0.36160000000000003,0.0362,True,True
10.1186/s12903-025-05634-x,29133,Vacuum sealing drainage combined with continuous irrigation for the treatment of oral and maxillofacial abscesses—a retrospective study,Incremental,Consensus,False,0.4737,0.528,0.30000000000000004,0.6692,0.9263,0.9322,0.7531,0.0753,0.4737,29133,Vacuum sealing drainage combined with continuous irrigation for the treatment of oral and maxillofacial abscesses—a retrospective study,Incremental,Consensus,False,0.45690000000000003,0.5,0.30000000000000004,0.6692,0.9263,0.9430000000000001,0.6337,0.0634,0.45690000000000003,0.01679999999999998,0.028000000000000025,0.0,0.0,0.0,0.010800000000000032,0.11939999999999995,0.011900000000000008,True,True
10.1016/j.igie.2024.06.002,29134,Gastric peroral endoscopic myo-neurotomy as less-invasive bariatric surgery in porcine models: an experimental study,Incremental,Consensus,False,0.4963,0.562,0.30000000000000004,0.6908000000000001,0.9136000000000001,0.9239,0.8454,0.0845,0.4963,29134,Gastric peroral endoscopic myo-neurotomy as less-invasive bariatric surgery in porcine models: an experimental study,Incremental,Consensus,False,0.4999,0.5680000000000001,0.30000000000000004,0.6908000000000001,0.9136000000000001,0.9745,0.2836,0.0284,0.4999,0.003599999999999992,0.006000000000000005,0.0,0.0,0.0,0.05059999999999998,0.5618000000000001,0.056100000000000004,True,True
10.1007/s10597-025-01499-0,29135,“Where are we on the Road Towards Family-focused Practice in Mental Healthcare?” - Perspectives from a Swedish/Norwegian Research Collaborative,Incremental,Consensus,False,0.4949,0.56,0.30000000000000004,0.6886,0.928,0.9326000000000001,0.7489,0.07490000000000001,0.4949,29135,“Where are we on the Road Towards Family-focused Practice in Mental Healthcare?” - Perspectives from a Swedish/Norwegian Research Collaborative,Incremental,Consensus,False,0.49970000000000003,0.5680000000000001,0.30000000000000004,0.6886,0.928,0.9506,0.5491,0.054900000000000004,0.49970000000000003,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.017999999999999905,0.19979999999999998,0.020000000000000004,True,True
10.1088/2040-8986/ad4728,29136,Switching between slow light and fast light by static magnetic field in a degenerate four-level atomic system at room temperature,Incremental,Consensus,False,0.5144000000000001,0.586,0.30000000000000004,0.7276,0.9476,0.9332,0.7426,0.0743,0.5144000000000001,29136,Switching between slow light and fast light by static magnetic field in a degenerate four-level atomic system at room temperature,Incremental,Consensus,False,0.5156000000000001,0.588,0.30000000000000004,0.7276,0.9476,0.9265,0.8169000000000001,0.08170000000000001,0.5156000000000001,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.006700000000000039,0.07430000000000003,0.007400000000000004,True,True
10.3389/fncom.2024.1347748,29137,Noise-induced synchrony of two-neuron motifs with asymmetric noise and uneven coupling,Moderately Novel,Consensus,False,0.5627,0.62,0.4,0.7067,0.9357000000000001,0.9559000000000001,0.48950000000000005,0.0489,0.5627,29137,Noise-induced synchrony of two-neuron motifs with asymmetric noise and uneven coupling,Moderately Novel,Socratic Panel,False,0.5789000000000001,0.647,0.4,0.7067,0.9357000000000001,0.8845000000000001,1.0,0.12840000000000001,0.5789000000000001,0.016200000000000103,0.027000000000000024,0.0,0.0,0.0,0.07140000000000002,0.5105,0.07950000000000002,True,True
10.17815/cd.2024.164,29138,Classification of Pedestrian Crowds by Dimensionless Numbers,Moderately Novel,Consensus,False,0.657,0.78,0.4,0.6897,0.9154,0.9506,0.5485,0.054900000000000004,0.657,29138,Classification of Pedestrian Crowds by Dimensionless Numbers,Moderately Novel,Consensus,False,0.6546000000000001,0.776,0.4,0.6897,0.9154,0.9514,0.5398000000000001,0.054,0.6546000000000001,0.0023999999999999577,0.0040000000000000036,0.0,0.0,0.0,0.0008000000000000229,0.00869999999999993,0.000900000000000005,True,True
10.1016/j.csite.2023.103788,29139,Heat transfer enhancement and temperature uniformity improvement of microchannel heat sinks with twisted blade-like fins,Incremental,Consensus,False,0.5282,0.622,0.30000000000000004,0.6503,0.9476,0.9478000000000001,0.5796,0.058,0.5282,29139,Heat transfer enhancement and temperature uniformity improvement of microchannel heat sinks with twisted blade-like fins,Incremental,Consensus,False,0.527,0.62,0.30000000000000004,0.6503,0.9476,0.9633,0.40750000000000003,0.0407,0.527,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.015499999999999958,0.17209999999999998,0.017300000000000003,True,True
10.3389/fimmu.2025.1636977,29140,Unveiling ammonia-induced cell death: a new frontier in clear cell renal cell carcinoma prognosis,Incremental,Consensus,False,0.5367000000000001,0.626,0.30000000000000004,0.711,0.8926000000000001,0.9629000000000001,0.4126,0.0413,0.5367000000000001,29140,Unveiling ammonia-induced cell death: a new frontier in clear cell renal cell carcinoma prognosis,Moderately Novel,Socratic Panel,False,0.5535,0.654,0.30000000000000004,0.711,0.8926000000000001,0.8333,1.0,0.1852,0.5535,0.016799999999999926,0.028000000000000025,0.0,0.0,0.0,0.12960000000000005,0.5873999999999999,0.1439,False,True
10.1016/j.jeurceramsoc.2024.05.008,29141,An investigation into the erosion and wear mechanisms observed in abradable ytterbium disilicate environmental barrier coatings,Incremental,Consensus,False,0.5211,0.604,0.30000000000000004,0.6873,0.9406,0.972,0.3114,0.031100000000000003,0.5211,29141,An investigation into the erosion and wear mechanisms observed in abradable ytterbium disilicate environmental barrier coatings,Incremental,Consensus,False,0.5211,0.604,0.30000000000000004,0.6873,0.9406,0.9534,0.5178,0.051800000000000006,0.5211,0.0,0.0,0.0,0.0,0.0,0.01859999999999995,0.20640000000000003,0.020700000000000003,True,True
10.33494/nzjfs552025x374x,29142,Diameter distributions and spatial distribution patterns of tree species are important for planning sustainable management in natural forests in the eastern Amazon,Incremental,Consensus,False,0.4716,0.518,0.30000000000000004,0.7075,0.9500000000000001,0.9316000000000001,0.7602,0.076,0.4716,29142,Diameter distributions and spatial distribution patterns of tree species are important for planning sustainable management in natural forests in the eastern Amazon,Incremental,Consensus,False,0.4728,0.52,0.30000000000000004,0.7075,0.9500000000000001,0.9692000000000001,0.3425,0.0342,0.4728,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.03759999999999997,0.41769999999999996,0.0418,True,True
10.1186/s12943-024-02159-9,29143,Variability in non-tumor areas of colorectal cancer patients as revealed by endoscopic intestinal step biopsies,Moderately Novel,Consensus,False,0.5711,0.634,0.4,0.7068,0.9391,0.9582,0.46440000000000003,0.046400000000000004,0.5711,29143,Variability in non-tumor areas of colorectal cancer patients as revealed by endoscopic intestinal step biopsies,Moderately Novel,Consensus,False,0.5627,0.62,0.4,0.7068,0.9391,0.9676,0.36050000000000004,0.0361,0.5627,0.008400000000000074,0.014000000000000012,0.0,0.0,0.0,0.009399999999999964,0.10389999999999999,0.010300000000000004,True,True
10.1039/d3ra06724f,29144,Cellulose nanocrystals extracted from rice husk using the formic/peroxyformic acid process: isolation and structural characterization,Incremental,Consensus,False,0.509,0.58,0.30000000000000004,0.7097,0.9234,0.9346000000000001,0.7267,0.0727,0.509,29144,Cellulose nanocrystals extracted from rice husk using the formic/peroxyformic acid process: isolation and structural characterization,Incremental,Consensus,False,0.5078,0.578,0.30000000000000004,0.7097,0.9234,0.9583,0.46290000000000003,0.0463,0.5078,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.023699999999999943,0.2638,0.0264,True,True
10.1152/japplphysiol.00500.2024,29145,The interaction of adenosine and dopamine in modulating the consequences of central nervous system oxygen toxicity,Incremental,Consensus,False,0.5268,0.604,0.30000000000000004,0.7444000000000001,0.9456,0.9213,0.8747,0.08750000000000001,0.5268,29145,The interaction of adenosine and dopamine in modulating the consequences of central nervous system oxygen toxicity,Incremental,Consensus,False,0.5304,0.61,0.30000000000000004,0.7444000000000001,0.9456,0.9651000000000001,0.388,0.0388,0.5304,0.0035999999999999366,0.006000000000000005,0.0,0.0,0.0,0.04380000000000006,0.4867,0.04870000000000001,True,True
10.25259/ijdvl_262_2025,29146,Clinicohistopathological features and outcome of cutaneous and systemic plasmacytosis in 21 Chinese cases: A retrospective study,Incremental,Consensus,False,0.5173,0.594,0.30000000000000004,0.7091000000000001,0.8899,0.9394,0.6738000000000001,0.0674,0.5173,29146,Clinicohistopathological features and outcome of cutaneous and systemic plasmacytosis in 21 Chinese cases: A retrospective study,Incremental,Consensus,False,0.5161,0.592,0.30000000000000004,0.7091000000000001,0.8899,0.9643,0.39690000000000003,0.0397,0.5161,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.024900000000000033,0.27690000000000003,0.027700000000000002,True,True
10.1002/advs.202506440,29147,"Tendinopathy: The Interplay between Mechanical Stress, Inflammation, and Vascularity",Incremental,VETO: Review Cap (Consensus),True,0.45,0.606,0.25,0.6909000000000001,0.8964000000000001,0.9590000000000001,0.45520000000000005,0.0455,0.5077,29147,"Tendinopathy: The Interplay between Mechanical Stress, Inflammation, and Vascularity",Incremental,VETO: Review Cap (Consensus),True,0.45,0.604,0.25,0.6909000000000001,0.8964000000000001,0.927,0.8114,0.0811,0.5065000000000001,0.0,0.0020000000000000018,0.0,0.0,0.0,0.03200000000000003,0.35619999999999996,0.03560000000000001,True,True
10.1051/e3sconf/202459801002,29148,Experimental Study of The Growth of Ammonium Bisulfate Ash Deposition at Different Wall Temperatures and Heat Transfer Characteristics,Incremental,Consensus,False,0.4908,0.55,0.30000000000000004,0.708,0.9395,0.9533,0.5189,0.0519,0.4908,29148,Experimental Study of The Growth of Ammonium Bisulfate Ash Deposition at Different Wall Temperatures and Heat Transfer Characteristics,Incremental,Socratic Panel,False,0.4944,0.556,0.30000000000000004,0.708,0.9395,0.8972,1.0,0.11420000000000001,0.4944,0.003599999999999992,0.006000000000000005,0.0,0.0,0.0,0.05610000000000004,0.48109999999999997,0.06230000000000001,True,True
10.1016/j.jneumeth.2024.110351,29149,SSSort 2.0: A semi-automated spike detection and sorting system for single sensillum recordings,Incremental,Consensus,False,0.4783,0.532,0.30000000000000004,0.6912,0.9212,0.9813000000000001,0.2076,0.020800000000000003,0.4783,29149,SSSort 2.0: A semi-automated spike detection and sorting system for single sensillum recordings,Incremental,Consensus,False,0.48190000000000005,0.538,0.30000000000000004,0.6912,0.9212,0.9412,0.6534,0.0653,0.48190000000000005,0.0036000000000000476,0.006000000000000005,0.0,0.0,0.0,0.040100000000000025,0.4458,0.0445,True,True
10.3390/g16030024,29150,Mobility Comparisons: Theoretical Definitions and People’s Perceptions,Moderately Novel,Consensus,False,0.5846,0.588,0.55,0.6679,0.9063,0.972,0.3113,0.031100000000000003,0.5846,29150,Mobility Comparisons: Theoretical Definitions and People’s Perceptions,Moderately Novel,Consensus,False,0.5762,0.5740000000000001,0.55,0.6679,0.9063,0.9915,0.0947,0.0095,0.5762,0.008399999999999963,0.013999999999999901,0.0,0.0,0.0,0.019500000000000073,0.21660000000000001,0.0216,True,True
10.48185/jaai.v5i1.1052,29151,"Gemini versus ChatGPT: applications, performance, architecture, capabilities, and implementation",Incremental,Consensus,False,0.49050000000000005,0.548,0.30000000000000004,0.7169,0.9429000000000001,0.9276000000000001,0.8046000000000001,0.0805,0.49050000000000005,29151,"Gemini versus ChatGPT: applications, performance, architecture, capabilities, and implementation",Incremental,Consensus,False,0.4869,0.542,0.30000000000000004,0.7169,0.9429000000000001,0.9502,0.5538000000000001,0.055400000000000005,0.4869,0.0036000000000000476,0.006000000000000005,0.0,0.0,0.0,0.022599999999999953,0.2508,0.025099999999999997,True,True
10.18178/ijiet.2024.14.5.2096,29152,Virtual Learning Environment in a Philippine Higher Education Institution: Acceptance and Practices,Incremental,Consensus,False,0.5054000000000001,0.5680000000000001,0.30000000000000004,0.7459,0.9409000000000001,0.9843000000000001,0.1744,0.017400000000000002,0.5054000000000001,29152,Virtual Learning Environment in a Philippine Higher Education Institution: Acceptance and Practices,Incremental,Consensus,False,0.5126000000000001,0.58,0.30000000000000004,0.7459,0.9409000000000001,0.9836,0.18230000000000002,0.0182,0.5126000000000001,0.007199999999999984,0.0119999999999999,0.0,0.0,0.0,0.0007000000000000339,0.007900000000000018,0.0007999999999999986,True,True
10.3343/alm.2023.0301,29153,<i>NUP214</i> Rearrangements in Leukemia Patients: A Case Series From a Single Institution,Incremental,Consensus,False,0.44980000000000003,0.488,0.30000000000000004,0.6701,0.9052,0.9689000000000001,0.3456,0.0346,0.44980000000000003,29153,<i>NUP214</i> Rearrangements in Leukemia Patients: A Case Series From a Single Institution,Incremental,Consensus,False,0.4474,0.484,0.30000000000000004,0.6701,0.9052,0.9634,0.40640000000000004,0.040600000000000004,0.4474,0.0024000000000000132,0.0040000000000000036,0.0,0.0,0.0,0.00550000000000006,0.06080000000000002,0.006000000000000005,True,True
10.4108/eetiot.4591,29154,Efficient SDN-based Task offloading in fog-assisted cloud environment,Incremental,Consensus,False,0.5337000000000001,0.618,0.30000000000000004,0.7289,0.9376000000000001,0.9493,0.5631,0.0563,0.5337000000000001,29154,Efficient SDN-based Task offloading in fog-assisted cloud environment,Incremental,Consensus,False,0.5337000000000001,0.618,0.30000000000000004,0.7289,0.9376000000000001,0.9674,0.3627,0.0363,0.5337000000000001,0.0,0.0,0.0,0.0,0.0,0.018100000000000005,0.20040000000000002,0.020000000000000004,True,True
10.34133/bmr.0159,29155,Phytochemical-Loaded Thermo-responsive Liposome for Synergistic Treatment of Methicillin-Resistant <i>Staphylococcus aureus</i> Infection,Moderately Novel,Consensus,False,0.6266,0.776,0.30000000000000004,0.7095,0.9181,0.9248000000000001,0.8358,0.08360000000000001,0.6266,29155,Phytochemical-Loaded Thermo-responsive Liposome for Synergistic Treatment of Methicillin-Resistant <i>Staphylococcus aureus</i> Infection,Moderately Novel,Consensus,False,0.6242,0.772,0.30000000000000004,0.7095,0.9181,0.9456,0.6049,0.060500000000000005,0.6242,0.0024000000000000687,0.0040000000000000036,0.0,0.0,0.0,0.02079999999999993,0.2309,0.023100000000000002,True,True
10.1038/s41467-024-53480-2,29156,Governance of Indigenous data in open earth systems science,Incremental,VETO: Review Cap (Socratic Panel),True,0.45,0.653,0.30000000000000004,0.7079000000000001,0.9494,0.8447,1.0,0.1726,0.5526,29156,Governance of Indigenous data in open earth systems science,Incremental,VETO: Review Cap (Consensus),True,0.45,0.62,0.30000000000000004,0.7079000000000001,0.9494,0.9545,0.5059,0.0506,0.5328,0.0,0.03300000000000003,0.0,0.0,0.0,0.10980000000000001,0.4941,0.122,True,True
10.3390/math12071022,29157,Clustering Component Synchronization of Nonlinearly Coupled Complex Networks via Pinning Control,Incremental,Consensus,False,0.5055000000000001,0.5680000000000001,0.30000000000000004,0.7466,0.8998,0.9293,0.786,0.0786,0.5055000000000001,29157,Clustering Component Synchronization of Nonlinearly Coupled Complex Networks via Pinning Control,Incremental,Consensus,False,0.5055000000000001,0.5680000000000001,0.30000000000000004,0.7466,0.8998,0.9821000000000001,0.19840000000000002,0.0198,0.5055000000000001,0.0,0.0,0.0,0.0,0.0,0.05280000000000007,0.5876,0.058800000000000005,True,True
10.1021/acs.est.3c09728,29158,Properties and Processing of Aviation Exhaust Aerosol at Cruise Altitude Observed from the IAGOS-CARIBIC Flying Laboratory,Incremental,Consensus,False,0.53,0.612,0.30000000000000004,0.7283000000000001,0.9420000000000001,0.9699000000000001,0.33440000000000003,0.0334,0.53,29158,Properties and Processing of Aviation Exhaust Aerosol at Cruise Altitude Observed from the IAGOS-CARIBIC Flying Laboratory,Incremental,Consensus,False,0.5348,0.62,0.30000000000000004,0.7283000000000001,0.9420000000000001,0.9569000000000001,0.47850000000000004,0.0478,0.5348,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.013000000000000012,0.1441,0.014400000000000003,True,True
10.57233/ijsgs.v9i4.559,29159,"Comparative Phytochemical Studies of Ficus Sycomorus, Khaya Senegalese, And Azadirachta Indica Leaves Extract",Incremental,Consensus,False,0.44170000000000004,0.468,0.30000000000000004,0.7092,0.9298000000000001,0.9184,0.9063,0.0906,0.44170000000000004,29159,"Comparative Phytochemical Studies of Ficus Sycomorus, Khaya Senegalese, And Azadirachta Indica Leaves Extract",Incremental,Consensus,False,0.4345,0.456,0.30000000000000004,0.7092,0.9298000000000001,0.9594,0.4509,0.0451,0.4345,0.00720000000000004,0.01200000000000001,0.0,0.0,0.0,0.041000000000000036,0.45539999999999997,0.0455,True,True
10.1016/j.psychres.2024.116323,29160,Analysis of risk factors for co-morbid anxiety and depression in pregnant women,Incremental,Consensus,False,0.4812,0.534,0.30000000000000004,0.7076,0.9415,0.9572,0.4752,0.0475,0.4812,29160,Analysis of risk factors for co-morbid anxiety and depression in pregnant women,Incremental,Consensus,False,0.4884,0.546,0.30000000000000004,0.7076,0.9415,0.9416,0.6491,0.0649,0.4884,0.007199999999999984,0.01200000000000001,0.0,0.0,0.0,0.015600000000000058,0.1739,0.0174,True,True
10.1017/s1368980023002598,29161,Association between a lifestyle score and all-cause mortality: a prospective analysis of the Chilean National Health Survey 2009–2010,Incremental,Consensus,False,0.2856,0.23600000000000002,0.25,0.6901,0.9222,0.9048,1.0,0.1058,0.2856,29161,Association between a lifestyle score and all-cause mortality: a prospective analysis of the Chilean National Health Survey 2009–2010,Incremental,Consensus,False,0.294,0.25,0.25,0.6901,0.9222,0.8764000000000001,1.0,0.1373,0.294,0.008399999999999963,0.013999999999999985,0.0,0.0,0.0,0.02839999999999998,0.0,0.0315,True,True
10.3390/app15126735,29162,Quantifying Football Shooting Precision: The Expected Shot Impact Timing (xSIT) Approach,Moderately Novel,Consensus,False,0.62,0.762,0.30000000000000004,0.7282000000000001,0.9410000000000001,0.9149,0.9461,0.0946,0.62,29162,Quantifying Football Shooting Precision: The Expected Shot Impact Timing (xSIT) Approach,Moderately Novel,Consensus,False,0.614,0.752,0.30000000000000004,0.7282000000000001,0.9410000000000001,0.971,0.32180000000000003,0.0322,0.614,0.006000000000000005,0.010000000000000009,0.0,0.0,0.0,0.05609999999999993,0.6243000000000001,0.062400000000000004,True,True
10.3390/axioms13030183,29163,Chen–Ricci Inequality for Isotropic Submanifolds in Locally Metallic Product Space Forms,Moderately Novel,Consensus,False,0.5502,0.606,0.4,0.6664,0.9361,0.9585,0.46090000000000003,0.0461,0.5502,29163,Chen–Ricci Inequality for Isotropic Submanifolds in Locally Metallic Product Space Forms,Incremental,Consensus,False,0.5442,0.596,0.4,0.6664,0.9361,0.9782000000000001,0.2424,0.024200000000000003,0.5442,0.006000000000000005,0.010000000000000009,0.0,0.0,0.0,0.01970000000000005,0.21850000000000003,0.0219,False,True
10.1088/1361-6382/ad17f0,29164,AdS <sub>3</sub> Einstein gravity and boundary description: pedagogical review,Incremental,VETO: Review Cap (Consensus),True,0.45,0.642,0.25,0.7074,0.9450000000000001,0.9154,0.9397000000000001,0.094,0.5309,29164,AdS <sub>3</sub> Einstein gravity and boundary description: pedagogical review,Incremental,VETO: Review Cap (Consensus),True,0.45,0.622,0.25,0.7074,0.9450000000000001,0.9387000000000001,0.6809000000000001,0.06810000000000001,0.5189,0.0,0.020000000000000018,0.0,0.0,0.0,0.0233000000000001,0.25880000000000003,0.025899999999999992,True,True
10.3390/rel16020209,29165,External and Internal Threats to the Freedom of Religion or Belief of Indigenous Peoples in Latin America,Moderately Novel,Consensus,False,0.599,0.724,0.30000000000000004,0.746,0.9386,0.9399000000000001,0.6683,0.0668,0.599,29165,External and Internal Threats to the Freedom of Religion or Belief of Indigenous Peoples in Latin America,Moderately Novel,Socratic Panel,False,0.587,0.704,0.30000000000000004,0.746,0.9386,0.8803000000000001,1.0,0.133,0.587,0.01200000000000001,0.020000000000000018,0.0,0.0,0.0,0.059599999999999986,0.3317,0.06620000000000001,True,True
10.1038/s41598-025-90138-5,29166,Effect of basalt fiber content on mechanical properties of hydrophobic mortar,Incremental,Consensus,False,0.5257000000000001,0.602,0.30000000000000004,0.7453000000000001,0.936,0.9696,0.3377,0.033800000000000004,0.5257000000000001,29166,Effect of basalt fiber content on mechanical properties of hydrophobic mortar,Incremental,Consensus,False,0.5221,0.596,0.30000000000000004,0.7453000000000001,0.936,0.9895,0.1165,0.011600000000000001,0.5221,0.0036000000000000476,0.006000000000000005,0.0,0.0,0.0,0.01990000000000003,0.2212,0.022200000000000004,True,True
10.1186/s12890-024-03156-w,29167,Investigation into the role of H2-Ab1 in vascular remodeling in pulmonary arterial hypertension via Bioinformatics,Incremental,Socratic Panel,False,0.376,0.515,0.0,0.6703,0.7000000000000001,0.893,1.0,0.1189,0.376,29167,Investigation into the role of H2-Ab1 in vascular remodeling in pulmonary arterial hypertension via Bioinformatics,Incremental,Consensus,False,0.3634,0.494,0.0,0.6703,0.7000000000000001,0.9623,0.419,0.0419,0.3634,0.0126,0.02100000000000002,0.0,0.0,0.0,0.06930000000000003,0.581,0.07700000000000001,True,True
