doi,abstract,abstract_length,has_abstract,source
10.1007/s13202-024-01840-5,"Abstract During the drilling process, the issue of drilling fluid loss can lead to changes in the mechanical properties of the formation, thereby altering the stress environment of nearby faults. In order to assess the risk of fault activation during drilling operations, the Ordos M area shale was selected as the research object. Mechanical experiments were conducted on rock samples immersed in water-based drilling fluid with a pressure differential of 2 MPa and a temperature of 50 °C. The changes in the mechanical properties of the shale before and after immersion in drilling fluid were determined. Based on the experimental results, combined with the spring combination model and fault activation theory, a quantitative evaluation of fault activation risk was conducted. The findings revealed that the shale in this region has a high clay content, demonstrating a certain level of water sensitivity. The presence of micro-pores and micro-fractures is well-developed, increasing the interaction probability between drilling fluids and clay minerals. After immersion in drilling fluid, there was a varied decline in all mechanical strengths of the shale. The elastic modulus is positively correlated with the shear strength and Coulomb stress of the fault plane. The Poisson’s ratio is positively correlated with the shear strength and negatively correlated with the Coulomb stress. The greater the internal friction and cohesion, the higher the shear strength of the fault plane, and the larger the friction coefficient, the smaller the Coulomb stress, resulting in a more stable fault.",1594,TRUE,jsonl
10.1007/s40152-024-00392-y,"Abstract Inspired by governability and evolutionary governance theory, this paper studies innovative aquaculture technologies that aim to contribute to the transition toward a sustainable blue economy. By tracing path, inter-, and goal dependencies, we explore a case related to developing new production systems in the Norwegian salmon aquaculture industry. As further development using conventional production systems is deemed unsustainable, the government has incentivised technological innovation to alleviate environmental and spatial pressures limiting industry expansion. We describe the work behind enrolling one innovative technology into the coastal governance system. As we find, there are conflicts between the conditions in governance that technological innovations depend on for realisation versus the conditions the governance system depends on for governability. Through our relational approach, we display how innovation challenges governability and that achieving Blue Economy objectives may require considerable political and administrative reorganisation of the existing governance setup.",1109,TRUE,jsonl
10.1007/s41981-024-00341-0,"Abstract The exact measurement of the temperature in laboratory continuous flow processes is of high importance for many investigations e.g. of heat transfer or reaction kinetics. In particular, miniaturization poses high challenges on temperature measurement due to increased heat transfer. Despite the high relevance of this topic, there are only few publications dealing with accurate inline temperature measurement in flow chemistry and no studies examining the influence of the installation of the temperature sensor on the actual measured temperature. This work deals with inline temperature measurement using a conventional Pt100 sensor with 1.6 mm outer diameter and 20 mm measuring length in a T-piece in a continuous flow reactor on the micro-scale. The issue of heat loss in the T-piece is illustrated in a computational fluid dynamics CFD simulation. The T-piece temperature and the corresponding temperature measured by the Pt100 sensor in an insulated and not insulated T-piece are simulated and compared with experimental data. Moreover, different insert positions and orientations of the Pt100 sensor are simulated and discussed. The extensive CFD simulations demonstrate that using the side-on position of the Pt100 within an insulated T-piece leads to the most precise temperature measurements. Furthermore, the study shows that tilting of the Pt100 inside the T-piece has almost no influence on the temperature measurement as long as the measuring section of the Pt100 is fully inserted. Based on these results, a best practice approach for inline temperature measurement in micro-scale continuous flow reactors is presented for minimal measurement error. Graphical Abstract",1693,TRUE,jsonl
10.1007/s42405-025-00888-9,"Abstract Electric vertical takeoff and landing (eVTOL) aircraft equipped with a distributed electric propulsion (DEP) system have rotors positioned close to one another, leading to unsteady rotor–rotor interactions. These interactions are known to increase rotor aeroacoustic noise due to aerodynamic load fluctuations. Therefore, capturing the noise increase caused by rotor interactions is critical during the conceptual design phase of eVTOL aircraft. Low-fidelity rotor analysis models, such as blade element momentum theory (BEMT), which are commonly used in conventional conceptual design frameworks for their efficiency, fail to account for rotor–rotor interaction effects as they assume each rotor operates in isolation. In this study, a rotor aeroacoustic solver is integrated into the conceptual design framework, RISPECT+. Additionally, a new aerodynamic coupling module between two distinct aerodynamic solvers is developed to capture the noise increase from rotor–rotor interactions. In this module, rotor aerodynamic analysis results from the lower-fidelity model are corrected based on differences with the higher-fidelity model, enabling the capture of aerodynamic force unsteadiness and the resulting noise increase. Finally, this new framework is used to conduct sensitivity analysis and multi-objective design optimization, taking into account both gross weight and noise impact.",1398,TRUE,jsonl
10.1007/s42452-025-07685-9,"Understanding herb-drug interactions is important due to the increasing use of herbal medicines alongside conventional drugs. These interactions can alter the pharmacokinetic properties of drugs, potentially causing subtherapeutic effects or adverse reactions. Artemisia afra and Catharanthus roseus, two traditional African plants used separately to treat malaria, are rich in phytochemicals and may be co-administered with the antimalarial drug artemether. This study aimed to identify the phytochemical compounds present in the aqueous extracts of A. afra and C. roseus, and to use in silico methods to predict the potential of these phytochemicals to inhibit CYP2B6, the enzyme that metabolises artemether. Analysis of the aqueous extracts using UHPLC-QTOF-MS identified a diverse array of phytochemicals in both plants. Potential CYP2B6 inhibitors were identified by docking the phytochemicals into the enzyme’s active site using Discovery Studio software. This in silico method was validated against three metrics: root mean square deviation, enrichment factor, and receiver operating characteristic. Three docking algorithms (LibDock, LigandFit, and CDOCKER) with native scoring functions and ten additional scoring functions were assessed. The LibDock/Ludi 3 combination most effectively distinguished active inhibitors. Multiple compounds, including acacetin, isoscopoletin, and scopoletin, found in A. afra demonstrated strong binding affinities to the active site of CYP2B6, suggesting that phytochemicals from A. afra could inhibit CYP2B6-mediated metabolism, potentially affecting the pharmacokinetic profiles of co-administered substrate drugs. Such inhibition could lead to increased drug plasma concentrations, increased levels of toxicity, or reduced therapeutic efficacy, underscoring a clinically relevant risk for herb-drug interactions in populations using these herbal remedies. Prominent phytochemicals in extracts of Artemisia afra and Catharanthus roseus identified by UHPLC-QTOF-MS. A structure-based in silico method was validated and used for molecular docking of phytochemicals identified. Artemisia afra and Catharanthus roseus are rich in bioactive compounds; however, only A. afra phytochemicals successfully interacted with the target ligand, CYP2B6.",2283,TRUE,jsonl
10.1007/s44202-025-00384-x,"This study conducted a comprehensive and systematic review of the virtual reality (VR) intervention on depression disorder in adolescents and young adults over the past fourteen years (January 2011 to December 2024). It focused specially on the features of VR and the design of treatment program. A total of 16 relevant articles, encompassing 23 empirical studies, were included. Data were coded and analyzed from five dimensions: metadata information, participant characteristics, research design, technological features, and treatment program design. To test the overall effect of VR technology for adolescent and young adult depression, we conducted a meta-analysis of 19 experimental studies (55 outcomes) of the studies. The results of meta-analysis revealed that VR intervention demonstrated an overall medium effect size (Hedge’s g = 0.486) in treating depression disorder among adolescents and young adult depression. Significant moderating effects were observed for factors such as age group, the number of intervention sessions, the type of VR technology, therapeutic objectives and approaches. Based on these findings, the study offers practical recommendations and directions for future research.",1208,TRUE,jsonl
10.1007/s44267-025-00079-w,"Abstract Multimodal large language models (MLLMs) have demonstrated strong capabilities in vision-related tasks, capitalizing on their visual semantic comprehension and reasoning capabilities. However, their ability to detect subtle visual spoofing and forgery clues in face attack detection tasks remains underexplored. In this paper, we introduce a benchmark, SHIELD , to evaluate MLLMs for face spoofing and forgery detection. Specifically, we design true/false and multiple-choice questions to assess MLLM performance on multimodal face data across two tasks. For the face anti-spoofing task, we evaluate three modalities (i.e., RGB, infrared, and depth) under six attack types. For the face forgery detection task, we evaluate GAN-based and diffusion-based data, incorporating visual and acoustic modalities. We conduct zero-shot and few-shot evaluations in standard and chain of thought (COT) settings. Additionally, we propose a novel multi-attribute chain of thought (MA-COT) paradigm for describing and judging various task-specific and task-irrelevant attributes of face images. The findings of this study demonstrate that MLLMs exhibit strong potential for addressing the challenges associated with the security of facial recognition technology applications.",1269,TRUE,jsonl
10.1007/s44274-025-00441-1,"Syzygium guineense is the most important species in the genus Syzygium and the family Myrtaceae. It is a large evergreen flowering plant native to tropical regions. However, the role of S. guineense in developing countries has been neglected and underutilized for many years. The aim of this study was to (i) examine the current abundance and population structure of S. guineense and (ii) determine its phenological characteristics and fruit yield potential of the species. Thirty main sample plots (20 × 20 m) and five subplots (5 × 5 m) were established to record diameter, height, other co-existing woody plant species, and regeneration. Additionally, thirty mature S. guineense trees were selected to study their phenological phases and fruit production. Quantitative data were analyzed by calculating density, frequency, dominance, and importance value index, as well as through analysis of variance and correlation. The results showed that the population structure of S. guineense is an inverted J-shape, with an average of 417 trees per hectare. This includes 333 seedlings and 43 saplings per hectare, indicating fair regeneration. The highest number of individuals was recorded in the smaller diameter and height size classes. Syzygium guineense is a predominant and ecologically significant species compared with other associated species in the study area. Syzygium guineense took approximately 155 days to complete its flowering and fruiting phenophases from the end of January to June and on average produced 29.1 ± 3.48 kg of fruits per tree. Tree diameter, height, and the number of branches influence the fruit yield of S. guineense. Overall, the species needs effective management strategies to sustain its population.",1734,TRUE,jsonl
10.1007/s44290-025-00218-8,"The increasing demand for affordable housing has resulted in the growth of shared ownership schemes as an alternative to renting and outright ownership. This study aims to evaluate the shared homeownership scheme’s effectiveness in addressing housing affordability and accessibility challenges for low-to-medium-income earners to inform future sustainable housing strategies tailored to the community’s specific needs. The paper adopted a mixed method using observation checklists, structured interviews, and questionnaires. The research examines three distinct estates developed through partnerships with the National Housing Fund (NHF) and various entities. Structured interviews and questionnaires were also conducted with prospective buyers, current homeowners, developers, and employees of the Federal Mortgage Bank of Nigeria in Akure, Nigeria to comprehensively understand the diverse perspectives and experiences associated with the shared homeownership schemes. While the study revealed that shared homeownership schemes in Nigeria were designed to provide affordable housing for low-to-medium-income earners, they have predominantly benefited high-income earners, thus failing to achieve their intended purpose. Additionally, these schemes are seen as unsustainable due to cost-prohibitive fees, lack of continuity, inadequate funding, low demand for shared homes, and a lack of public awareness. The study concluded that for this scheme to be sustainable, there is an urgent need for profound reforms and increased transparency in their execution.",1558,TRUE,jsonl
10.1007/s44311-025-00012-w,"Abstract Concept drift in process mining occurs when a single event log includes data from multiple versions of a process, making the detection of such drifts essential for ensuring reliable process mining results. Although many techniques have been proposed, they exhibit limitations in accuracy and scope. Specifically, their accuracy diminishes when facing noise, varying drift types, or different levels of change severity. Additionally, these techniques primarily focus on detecting sudden and gradual drifts, overlooking the automated detection of incremental and recurring drifts. To address these limitations, we present , a novel approach for automated concept drift detection that can identify sudden, gradual, incremental, and recurring drifts. Our approach follows an entirely different paradigm. Specifically, it employs a supervised machine learning model fine-tuned on a large collection of event logs with known concept drifts, enabling the model to learn how drifts manifest in event logs. The possibility to train such a model has recently emerged through a tool that generates event logs with known concept drifts. However, applying supervised machine learning remains challenging due to the complexities of encoding. To address this, we propose converting an event log into an image-based representation that captures process evolution over time, enabling the use of a state-of-the-art computer vision model to detect drifts. Our experiments show that our approach, compared to existing solutions, improves the accuracy and robustness to noise of drift detection while extending coverage to a broader range of drift types, highlighting the potential of this new paradigm.",1691,TRUE,jsonl
10.1016/j.acra.2024.12.028,"In this study, 7561 radiological reports of ankle X-ray images were automatically classified as describing an ankle fracture or not using a large language model. Using a dataset of 250 reports, the language model showed a classification accuracy of 92%. The generated labels were used to train an image classifier to detect ankle fractures on X-ray images. 15,896 images were used for training. The resulting model achieved an accuracy of 89.5% on a test dataset.",463,TRUE,jsonl
10.1016/j.actpsy.2025.105720,"Stance-taking in academic writing reflects the cognitive and metacognitive processes underlying persuasion. However, most existing studies have either examined L2 writers at a single academic level or in genres other than MA theses and PhD dissertations or focused predominantly on East Asian contexts. To address this gap, this corpus-based study traces the same 26 Turkish postgraduate writers across their MA theses and PhD dissertations, offering a longitudinal perspective on how disciplinary enculturation shapes stance-taking development. Applying Hyland's (2005) framework (hedges, boosters, attitude markers, self-mentions), we combined qualitative and quantitative analyses, with phrases as the unit of analysis. Each linguistic device was examined in context to determine whether it functioned as a stance marker (qualitative analysis), followed by frequency counts and percentages (quantitative analysis). Findings reveal that PhD writers demonstrate significant progress in stance-taking compared to their MA work, reflecting deeper disciplinary enculturation. PhD candidates employed stance more strategically: they expressed claims with reduced assertiveness, used a broader range of devices to convey confidence cautiously, and engaged more with alternative viewpoints. These practices aligned more closely with disciplinary norms while strengthening authorial identity. By examining the same writers across academic milestones in an underexplored context, this study extends prior research and demonstrates how enculturation refines rhetorical competence, enabling writers to balance authority with scholarly humility. Implications for curriculum design include explicit instruction on disciplinary conventions and iterative feedback to cultivate students' authorial voices.",1791,TRUE,jsonl
10.1016/j.actpsy.2025.105735,"Semantic fluency tasks assess the ability to generate words within a category under time constraints and are shaped by linguistic, cognitive, and experiential factors such as literacy. This study examined how reading fluency (a proxy for literacy) and education are associated with performance in adult Turkish speakers across three semantic categories of varying ecological validity: animals, fruits, and household objects. Forty-four participants (24 illiterate, 20 literate; aged 21-80) completed the task. Literate participants produced significantly more words than illiterate participants in all categories (p < 0.001), including those reflecting everyday experience (i.e., fruits, and household objects). Regression analyses revealed that reading fluency was the only significant predictor (final model: reading composite β = 0.765, p < 0.0001; R<sup>2</sup> = 0.58). These results suggest that literacy may broaden vocabulary and world knowledge and enhance retrieval efficiency, highlighting its role in semantic fluency even for ecologically familiar categories.",1072,TRUE,jsonl
10.1016/j.aej.2024.11.052,"Disease and pest diagnosis plays a critical role in managing and controlling the damage caused by plant diseases and pests. This study employs a content-based image retrieval approach to diagnose diseases and pests, suggesting similar candidate images to assist in decision-making. Previous research in disease and pest diagnosis has relied on large models for feature extraction, posing challenges for deployment in resource-constrained environments like mobile devices. To address these challenges, this study proposes a lightweight feature extraction model, Shuffle-PG, which integrates the computationally efficient ShuffleNet v2 model with pointwise group convolution. Additionally, a method for fine-tuning the feature extraction model using deep metric learning based on contrastive loss was developed to enhance discriminative feature extraction. To validate the effectiveness of the proposed method, experiments were conducted using plant disease and pest datasets specifically collected for this study. The results show that the proposed Shuffle-PG model uses approximately 20 times fewer parameters and reduces computational costs by an order of magnitude compared to existing benchmark models, while achieving higher mean average precision scores of 97.7 % and 98.8 % for the disease and pest datasets, respectively.",1328,TRUE,jsonl
10.1016/j.afres.2025.101514,"• DE10 maltodextrin maximized probiotic viability and phenolic retention. • DE10 powders showed high Tg and low hygroscopicity for better stability. • In vitro digestion confirmed higher survival of L. casei 01 with DE10. • In vivo studies showed increased SCFAs and reduced harmful metabolites. • Gut microbiota shifted toward more bifidobacteria and lactobacilli in DE10. The development of functional foods incorporating probiotics with bioactive fruit components has emerged as a promising approach for enhancing gut health and overall wellness. This study evaluated maltodextrin dextrose equivalent (DE) effects on spray-dried Maoberry ( Antidesma bunius ) juice enriched with Lacticaseibacillus casei 01 using DE10, DE15, and DE20 carriers. Among the formulations tested, DE10 provided superior protection, yielding the highest viable count (2.68±0.73 × 10 12 CFU/ g) and phenolic retention, with gallic acid at 105.64±2.67 mg/100 g versus 85.37±5.93 mg/100 g for DE20. DE10 powders exhibited lower hygroscopicity (25.64±1.53 vs 33.16±2.18 g/100 g) and higher glass transition temperature (65.42±1.68°C vs 55.64±3.17°C), promoting storage stability. In vitro digestion demonstrated enhanced probiotic survival for DE10 (3.71 log reduction) compared to free cells (6.47 log reduction). In vivo administration resulted in a 70.91% increase in total short-chain fatty acids (from 0.55±0.04 to 0.94±0.08 g/L) and 25.93% reduction in total biogenic amines. Microbiological analysis showed increased beneficial bifidobacteria and lactobacilli with reduced pathogenic coliforms and clostridia. Polymerase chain reaction-denaturing gradient gel electrophoresis (PCR-DGGE) profiling revealed improved microbial diversity following supplementation. This DE10-based synbiotic powder represents a viable functional food ingredient with demonstrated prebiotic-probiotic synergy for gut health applications and therapeutic interventions.",1929,TRUE,jsonl
10.1016/j.agwat.2025.109869,"Wide-precision planting has been introduced to wheat production systems in China to improve grain yield. However, the effects of wide-precision planting on wheat yield, nitrogen (N) use efficiency (NUE), and water productivity (WP) have not yet been comprehensively evaluated. A meta-analysis was conducted using 699 observations from 79 studies to quantify the contributions of wide-precision planting to wheat yield, NUE, and WP. Compared with conventional-cultivation planting, wide-precision planting increased wheat yield by 9.9 %, NUE by 9.3 %, and WP by 4.8 %. Soil conditions had the greatest importance on wheat yield, NUE, and WP under wide-precision planting, particularly suitable soil organic matter and available potassium. Fertilizer factors also influenced the wheat's comprehensive productivity under wide-precision planting. The random forest regression model revealed that more attention should be paid to the application of potassium and phosphorus fertilizers in wheat production. Additionally, wide-precision planting under high mean annual precipitation (> 600 mm) and medium mean annual temperature (10–13℃) more easily coordinated improvements in yield, NUE and WP. In conclusion, wide-precision planting can significantly increase wheat comprehensive productivity. Considering the factors of climate, soil fertility and different fertilizers, the study holds novel insights for informing the widespread adoption of wide-precision planting practices in wheat production. • First evaluation of wide-precision planting (WS) effect using meta analysis. • WS increased wheat yield (9.9 %), NUE (9.3 %) and WP (4.8 %). • Soil conditions affect WS efficacy more significantly than climate and fertilizer factors. • P and K fertilization has a more significant impact on yield, NUE and WP under fertilizer factors.",1832,TRUE,jsonl
10.1016/j.aiopen.2024.08.001,"Large Language Models (LLMs) have demonstrated remarkable performance across various natural language tasks, marking significant strides towards general artificial intelligence. While general artificial intelligence is leveraged by developing increasingly large-scale models, there could be another branch to develop lightweight custom models that better serve certain domains, taking into account the high cost of training and deploying LLMs and the scarcity of resources. In this paper, we present MindLLM, a novel series of bilingual lightweight large language models, trained from scratch, alleviating such burdens by offering models with 1.3 billion and 3 billion parameters. A thorough account of experiences accrued during large model development is given, covering every step of the process, including data construction, model architecture, evaluation, and applications. Such insights are hopefully valuable for fellow academics and developers. MindLLM consistently matches or surpasses the performance of other open-source larger models on some public benchmarks. We also introduce an innovative instruction tuning framework tailored for smaller models to enhance their capabilities efficiently. Moreover, we explore the application of MindLLM in specific vertical domains such as law and finance, underscoring the agility and adaptability of our lightweight models.",1375,TRUE,jsonl
10.1016/j.anaerobe.2025.103011,"Clostridium perfringens is an important human and veterinary pathogen, as well as a common member of the normal intestinal microbiota. By applying molecular approaches, substantial progress has been achieved since 1995 in understanding the pathogenicity and biology of this gram-positive, anaerobic, spore-forming bacterium. For example, there is now a much improved understanding of the structure and action of its ""legacy"" toxins (i.e., CPA, PFO, ETX, CPB, ITX and CPE) and the pathogenic importance of many of those toxins has now been clearly demonstrated. In addition, several new toxins have been discovered since 1995 and at least one of those new toxins (NetB) has been clearly linked to disease. The importance and diversity of mobile genetic elements, particularly conjugative plasmids, for pathogenicity and antibiotic resistance is now established. Several regulators controlling virulence gene expression have been identified and, in some cases, their regulatory mechanisms have been clarified. For some regulators, their importance for virulence has also been demonstrated. Lastly, there is also improved knowledge of sporulation and germination mechanisms for C. perfringens, as well as how sporulation contributes to disease transmission and pathogenesis for this bacterium. Despite these advances, some important questions about C. perfringens remain to be explored.",1383,TRUE,jsonl
10.1016/j.arcped.2025.05.012,"Negative opinions about vaccinating children against SARS-CoV-2 derive from misunderstanding the immune system mechanisms and the vaccination purpose. For this reason, information regarding the safety and value of the COVID-19 vaccine and vaccines in general should be more widely publicized.",292,TRUE,jsonl
10.1016/j.arrct.2025.100457,We recommend that future interventions provide additional support for engagement that is underpinned by contemporary motivation theory. The type of support offered should differ depending on whether physical activity is part of a formal rehabilitation program or simply encouraged during postrehabilitation.,307,TRUE,jsonl
10.1016/j.asej.2025.103494,"This paper expands some previous studies of the prey − predator − scavenger model to address the role of fear of predation and competition by providing a new biological model. Investigations were conducted into the characteristics of the solution. Local stability criteria of the equilibrium points were examined. The model’s persistence requirements were determined. The Lyapunov function technique was used to establish the global stability conditions. Based on the Sotomoyar approach, the likelihood of local bifurcation occurring was examined. Lastly, numerical simulations were used to confirm our findings. The model is found to exhibit a variety of behaviors, including a stable point, 2D periodic dynamic, and even bi-stable behavior.",742,TRUE,jsonl
10.1016/j.bbi.2025.07.018,"Risk for neurodevelopmental disorders can be related to early immune stimulations and altered brain microglial functions. Here we investigated the behavioural and electrophysiological effects of microglia depletion in a mouse model of developmental immune activation. C57BL/6J pregnant mice were exposed on gestational day 12.5 to polyinosinic:polycytidylic acid (Poly I:C), subsequently, on postnatal day 9, offspring was further treated with lipopolysaccharide (LPS). At weaning, offspring was exposed throughout adolescence (4 weeks) to either a diet containing Colony Stimulating Factor-1 receptor inhibitor (PLX5622, PLX) to reduce microglia, or standard diet. Hence, we assessed i) explorative and anxiety-like responses, social responsiveness and cognitive abilities between 7<sup>th</sup> and 8<sup>th</sup> postnatal week; ii) synaptic transmission and neuroinflammatory and microglial molecular markers in the medial prefrontal cortex (mPFC) and hippocampus (HP) at the end of treatment (8<sup>th</sup> postnatal week). EIA condition reduced locomotor activity and impaired discrimination between a familiar and a novel social stimulus (social novelty response) only in male mice. Also, PLX treatment selectively affected the same social novelty response in males (both saline and EIA) and in EIA females, intriguingly sparing saline females. Unexpectedly, EIA condition per se did not affect spontaneous excitatory and inhibitory synaptic transmission in both mPFC and HP, whereas EIA combined with PLX reduced inhibitory transmission in males (both mPFC and HP) and neuron excitability in both male and female mPFC. Interestingly, PLX had per se sex- and region- specific effects increasing inhibitory transmission in female mPFC and decreasing excitatory transmission in male HP. Molecular data, beside a robust downregulation of microglia markers in PLX diet groups, also showed that EIA condition increased interleukin-6 (il-6) expression in EIA males in both mPFC and HP, and elevated il-1β levels in both sexes in mPFC and in male HP. Overall, these findings indicate that males have an increased vulnerability to the long-term behavioural and inflammatory effects of the EIA condition, and are more likely to exhibit behavioural and electrophysiological changes in response to microglia depletion.",2315,TRUE,jsonl
10.1016/j.bcp.2024.116567,"Accumulating evidence indicates that disruption of the circadian clock contributes to the development of lifestyle-related diseases. We have previously shown that exenatide, a glucagon-like peptide-1 (GLP-1) receptor agonist, can strongly affect the molecular clocks in the peripheral tissues. This study aimed to investigate the effects of its dosing time and the central nervous system-specific GLP-1 receptor knockdown (GLP1RKD) on the hepatic clock in mice treated with exenatide. Male C57BL/6J and GLP1RKD mice were housed under a 12-h/12-h light/dark cycle, and feeding was restricted to either the light period (L-TRF) or the first 4 h in the dark period (D-TRF). In parallel, exenatide was administered 4-5 times, once daily either at the beginning of the dark (ZT 12) or light period (ZT 0), and we assessed the mRNA expression rhythms of clock genes in the liver thereafter. Exenatide administration at ZT 12 counteracted the phase shift effect of the L-TRF on the hepatic clock of wild-type mice, whereas the dosing at ZT 0 enhanced its effect. However, exenatide did not influence the phase of the hepatic clock under D-TRF regardless of the dosing time. The effect of exenatide in wild-type mice weakened in GLP1RKD mice. These results showed that exenatide dosing time-dependently affects the hepatic circadian clock through the central GLP-1 system. Exenatide administration at the beginning of the active period (i.e., in the morning for humans) might prevent disruption of the peripheral clocks caused by irregular eating habits.",1546,TRUE,jsonl
10.1016/j.birob.2023.100141,"People who have trouble communicating verbally are often dependent on sign language, which can be difficult for most people to understand, making interaction with them a difficult endeavour. The Sign Language Recognition (SLR) system takes an input expression from a hearing or speaking-impaired person and outputs it in the form of text or voice to a normal person. The existing study related to the Sign Language Recognition system has some drawbacks, such as a lack of large datasets and datasets with a range of backgrounds, skin tones, and ages. This research efficiently focuses on Sign Language Recognition to overcome previous limitations. Most importantly, we use our proposed Convolutional Neural Network (CNN) model, “ConvNeural”, in order to train our dataset. Additionally, we develop our own datasets, “BdSL_OPSA22_STATIC1” and “BdSL_OPSA22_STATIC2”, both of which have ambiguous backgrounds. “BdSL_OPSA22_STATIC1” and “BdSL_OPSA22_STATIC2” both include images of Bangla characters and numerals, a total of 24,615 and 8437 images, respectively. The “ConvNeural” model outperforms the pre-trained models with accuracy of 98.38% for “BdSL_OPSA22_STATIC1” and 92.78% for “BdSL_OPSA22_STATIC2”. For “BdSL_OPSA22_STATIC1” dataset, we get precision, recall, F1-score, sensitivity and specificity of 96%, 95%, 95%, 99.31% , and 95.78% respectively. Moreover, in case of “BdSL_OPSA22_STATIC2” dataset, we achieve precision, recall, F1-score, sensitivity and specificity of 90%, 88%, 88%, 100%, and 100% respectively.",1522,TRUE,jsonl
10.1016/j.brs.2025.08.019,"These findings support a mechanistic contribution of STDP and BDNF/TrkB signaling to rMS-induced synaptic changes, providing a foundation for future experimental, computational and potentially clinical investigations.",217,TRUE,jsonl
10.1016/j.chbah.2024.100059,"Virtual influencers, or fictional CGI-generated social media personas, are gaining popularity. However, research lacks information on how they compare to human influencers in shaping consumer attitudes and purchase intent. This study examines whether perceived homophily and para-social relationships mediate the effect of influencer type on purchase intent and the moderating effect of perceived authenticity. A 2 × 2 between-subjects experiment manipulated influencer type (virtual vs. human) and product type (hedonic vs. utilitarian). Young adult participants viewed an Instagram profile of a lifestyle influencer. Authenticity, perceived homophily, para-social relationship, and purchase intent were measured using established scales. Perceived homophily and para-social relationships mediate the effect of influencer type on purchase intent. A significant interaction showed that perceived authenticity moderated the mediated pathway, such that the indirect effect via para-social relationship and perceived homophily was stronger for human influencers. Maintaining an authentic persona is critical for virtual influencers to sway consumer behaviours, especially for audiences less familiar with social media.",1215,TRUE,jsonl
10.1016/j.cja.2023.12.007,"Electrically Assisted Forming (EAF) technology has obvious advantages in material forming. To develop an effective constitutive model considering electrical effects, room temperature and electrically assisted quasi-static uniaxial tensile tests were conducted using ultrathin nickel-based superalloy plates with a thickness of 0.25 mm. The research focused on the two most widely recognized effects: the Joule thermal and the electric athermal effects. The mechanism of current action can be divided into two scenarios: one considering the Joule thermal effect only, and the other considering both effects simultaneously. Two basic constitutive models, namely the Modified-Hollomon model and the Johnson-Cook (J-C) model, were selected to be optimized through the classification of two different situations, and four optimized constitutive models were proposed. It was found that the J-C model with simultaneous consideration of the Joule thermal effect and electric athermal effect had the best prediction effect by comparing the results of these four models. Finally, the accuracy of the optimization model was verified by finite element simulation of the electrically assisted stretching optimization model. The results show that the constitutive model can effectively predict the temperature effect caused by the Joule heat effect and the athermal effect of current on the material.",1386,TRUE,jsonl
10.1016/j.cja.2024.03.022,"Robots are finding increasing application in aircraft composite structure assembly due to their flexibility and the growing demand of aircraft manufacturers for high production rates. The contact force of the composite frame in a robotic assembly of the aircraft composite fuselage panel can hardly be controlled due to the multi-surface variable contact stiffness caused by compliance and complex shape with multiple mating surfaces. The paper proposes a robotic assembly system for the aircraft composite fuselage frame with a compliant contact force control strategy using the Gaussian process surrogate model. First, a robotic assembly system is introduced, and the global coordinate system transformation model is built. Then, a compliant force control architecture is designed to generate the desired output force. Subsequently, a Gaussian process surrogate model with uncertainties is utilized to model the complicated relationship between the robot’s output force and the normal contact force acting on the mating surface of the composite frame. Furthermore, an optimal contact force control strategy is implemented to improve the contact quality. Finally, an experiment demonstrates that the proposed methodology can ensure that the contact force on each surface is within the limit of the engineering specification and uniformly distributed, improving the quality compared to the traditional assembly process.",1419,TRUE,jsonl
10.1016/j.clet.2023.100699,"The scientific community recognizes that the depletion of natural resources and solid waste management pose inherent challenges in building material production and disposal, particularly in concrete manufacture and deconstruction. Recycling and reusing construction waste is proposed as a solution to these issues in the literature. Repurposing waste materials as additives in concrete represents an alternative approach. For instance, ceramic tile waste (CTW) may replace a portion of the aggregate and cement used in concrete. This study extensively examines the literature on cement-based composites that utilize CTW in lieu of cement and aggregate. A thorough evaluation of mechanical, durability, and fresh properties is conducted. The physical and chemical attributes of CTW are based on extensive scientific research. Prior studies suggest that the use of ceramic tile aggregate (CTA) to concrete in the appropriate proportions could enhance its durability and strength. Finely ground ceramic tile powder (CTP) with high silica content can potentially enhance the strength and durability of concrete, according to prior research studies. The impact of CTP on the chemical resistance, drying shrinkage and fire resistance abilities of concrete are subsequently evaluated. Employing waste materials as a concrete component in a circular economy to promote environmental protection and the development of sustainable cities and communities has received broad support from the academic community.",1499,TRUE,jsonl
10.1016/j.clpl.2024.100064,"An improved sustainability performance of one system does not automatically lead to an improved sustainability performance of larger systems (society and nature). A reliable sustainability assessment must be carried out to improve environmental and social sustainability performance for whole systems. It is necessary to show how a system of interest at any scale should (and can) improve sustainability performance. An examination of the literature on sustainability assessment highlights a lack of a systems perspective in most sustainability assessment frameworks. The aim of this paper is, therefore, to provide a framework that enables an assessment of environmental and social sustainability performance, taking systemic aspects into account. This assessment framework is based on a definition of first- and second-order sustainability performance. The former focuses on narrow efficiency issues, while second-order sustainability performance focuses on systemic effectiveness and covers sustainability impacts on society and nature. Improving the first-order level (narrow perspective) will not automatically lead to an improved second-order sustainability performance (systemic perspective). Thus, systemic effectiveness is not automatically increased in the case of first-order sustainability performance. Therefore, three essential dimensions have been identified and combined in an assessment framework, i.e., the dimension of scale, the decision horizon, and sustainability principles. The conceptualized assessment framework allows to analyze whether an action of a system of interest (e.g., corporate action, any process, project, or policy) contributes to global sustainable development.",1702,TRUE,jsonl
